,Name,Year_of_Release,Publisher,Country,City,Developer,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
15042,Reco Love: Blue Ocean,2016.0,Kadokawa Games,nan,nan,,PSV,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15043,Ken to Mahou to Gakuen Mono. 2G,2010.0,Acquire,Japan,"Chiyoda, Tokyo",,PS3,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15044,NBA Starting Five,2002.0,Konami Digital Entertainment,nan,nan,Konami,XB,Sports,0.02,0.01,0.0,0.0,0.02,48.0,4.0,5.5,4.0,E
15045,Kami Naru Kimi to,2011.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15046,Spy Hunter: Nowhere To Run,2006.0,Midway Games,United States,Chicago,Terminal Reality,PS2,Racing,0.01,0.01,0.0,0.0,0.02,51.0,21.0,6.0,6.0,T
15047,Ikki Tousen: Eloquent Fist,2008.0,Marvelous Interactive,nan,nan,,PSP,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,
15048,Final Fantasy XIV: Heavensward,2015.0,Square Enix,Japan,"Shinjuku, Tokyo",Square Enix,PC,Action,0.01,0.01,0.0,0.0,0.02,86.0,14.0,7.7,255.0,T
15049,Omega Quintet,2014.0,Compile Heart,Japan,Tokyo,Compile Heart,PS4,Role-Playing,0.0,0.0,0.02,0.0,0.02,58.0,22.0,7.1,81.0,T
15050,Disney's Magical Quest 3 Starring Mickey and Donald,2003.0,Capcom,Japan,Osaka,Klein Computer Entertainment,GBA,Action,0.02,0.01,0.0,0.0,0.02,58.0,7.0,,,E
15051,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,2015.0,Namco Bandai Games,nan,nan,,PS3,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15052,Carmen Sandiego: The Secret of the Stolen Drums,2004.0,BAM! Entertainment,nan,nan,Artificial Mind and Movement,XB,Action,0.02,0.01,0.0,0.0,0.02,53.0,7.0,,,E
15053,Strike Witches 2: Iyasu Naosu Punipunisuru,2010.0,Kadokawa Shoten,nan,nan,,DS,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15054,Final Fantasy XIV: Heavensward,2015.0,Square Enix,Japan,"Shinjuku, Tokyo",Square Enix,PS3,Action,0.01,0.0,0.01,0.0,0.02,,,8.2,72.0,T
15055,Diabolik Lovers: Vandead Carnival,2014.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15056,"Ed, Edd n Eddy: The Mis-Edventures",2005.0,Midway Games,United States,Chicago,Artificial Mind and Movement,XB,Platform,0.02,0.01,0.0,0.0,0.02,56.0,6.0,7.7,6.0,E
15057,Bunmei Haruka: Aoiza Ibunroku,2011.0,FuRyu,Japan,Tokyo,,PSP,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15058,Atari Flashback Classics: Volume 2,2016.0,Atari,United States,Pawtucket,"Atari, Atari SA",PS4,Misc,0.02,0.0,0.0,0.0,0.02,,,,,E
15059,Vantage Master Portable,2008.0,Falcom Corporation,nan,nan,,PSP,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15060,Viva Pinata,2007.0,Microsoft Game Studios,nan,nan,"Climax Group, Climax Studios",PC,Simulation,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.8,20.0,E
15061,Lilpri DS: Hime-Chen! Apple Pink,2010.0,Sega,United States,"Ota, Tokyo,San Francisco",,DS,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15062,Moto Racer DS,2008.0,Nobilis,nan,nan,Artefacts Studio,DS,Racing,0.0,0.02,0.0,0.0,0.02,73.0,6.0,,,E
15063,Neverwinter Nights 2,2006.0,Atari,United States,Pawtucket,Obsidian Entertainment,PC,Role-Playing,0.0,0.02,0.0,0.0,0.02,82.0,46.0,6.5,565.0,T
15064,O.M.G. 26 - Our Mini Games,2007.0,505 Games,nan,nan,,DS,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,
15065,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",2008.0,D3Publisher,nan,nan,,DS,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15066,PopCap Hits! Vol 2,2011.0,Mastertronic,nan,nan,,X360,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15067,Star Wars: Empire at War - Forces of Corruption,2006.0,LucasArts,United States,San Francisco,Petroglyph,PC,Strategy,0.0,0.02,0.0,0.0,0.02,75.0,25.0,8.6,79.0,T
15068,Jurassic Park: Operation Genesis,2003.0,Vivendi Games,nan,nan,Blue Tongue Entertainment,PC,Simulation,0.0,0.02,0.0,0.0,0.02,72.0,15.0,8.7,55.0,T
15069,Warhammer Online: Age of Reckoning,2008.0,GOA,nan,nan,EA Mythic,PC,Role-Playing,0.0,0.02,0.0,0.0,0.02,86.0,54.0,7.9,374.0,T
15070,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005.0,Zoo Digital Publishing,nan,nan,Krome Studios,XB,Action,0.02,0.01,0.0,0.0,0.02,66.0,13.0,,,E10+
15071,Total Overdose: A Gunslinger's Tale in Mexico,2005.0,Eidos Interactive,nan,nan,Deadline Games,XB,Shooter,0.02,0.01,0.0,0.0,0.02,71.0,28.0,9.2,27.0,M
15072,Bomberman Fantasy Race,1998.0,Virgin Interactive,nan,nan,,PS,Racing,0.01,0.01,0.0,0.0,0.02,,,,,
15073,AMF Xtreme Bowling,2006.0,Mastertronic,nan,nan,"Atomic Planet Entertainment, Mud Duck Productions",PS2,Sports,0.01,0.01,0.0,0.0,0.02,30.0,4.0,4.2,5.0,E
15074,Carnage Heart EXA,2010.0,ArtDink,nan,nan,Artdink,PSP,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,E10+
15075,Worms,2009.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",Team 17,PS3,Strategy,0.0,0.02,0.0,0.01,0.02,76.0,9.0,6.9,18.0,E10+
15076,Capcom Digital Collection,2012.0,Capcom,Japan,Osaka,Capcom,X360,Action,0.02,0.01,0.0,0.0,0.02,65.0,11.0,5.3,4.0,T
15077,Colin McRae Rally 2.0,2002.0,Codemasters,United Kingdom,Southam,Spellbound,GBA,Racing,0.02,0.01,0.0,0.0,0.02,80.0,8.0,,,E
15078,Bust-A-Move,1994.0,Micro Cabin,nan,nan,,3DO,Puzzle,0.0,0.0,0.02,0.0,0.02,,,,,
15079,Bugriders: The Race of Kings,1997.0,GT Interactive,nan,nan,,PS,Racing,0.01,0.01,0.0,0.0,0.02,,,,,
15080,The Settlers: Rise of an Empire,2007.0,Ubisoft,Europe,Montreuil-sous-Bois,Blue Byte,PC,Strategy,0.01,0.01,0.0,0.0,0.02,66.0,19.0,7.7,44.0,E10+
15081,Payout Poker & Casino,,Unknown,nan,nan,,PSP,Misc,0.02,0.0,0.0,0.0,0.02,,,,,
15082,Sheep,2000.0,Empire Interactive,nan,nan,Minds-Eye Productions,PS,Strategy,0.01,0.01,0.0,0.0,0.02,71.0,6.0,,,E
15083,Wii de Asobu: Metroid Prime,,Nintendo,Japan,Kyoto,,Wii,Shooter,0.0,0.0,0.02,0.0,0.02,,,,,
15084,Tank Beat,2006.0,Midas Interactive Entertainment,nan,nan,MileStone Inc.,DS,Strategy,0.01,0.01,0.0,0.0,0.02,40.0,12.0,5.4,8.0,E10+
15085,Wangan Midnight Portable,2007.0,Genki,Japan,"Shinjuku, Tokyo",,PSP,Racing,0.0,0.0,0.02,0.0,0.02,,,,,
15086,Who Wants to be a Millionaire: 2nd Edition,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,,Wii,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15087,Rugby League Live 3,2015.0,Tru Blu Entertainment,nan,nan,Big Ant Studios,PS4,Action,0.0,0.02,0.0,0.0,0.02,,,7.6,7.0,E
15088,Cross Ange: Tenshi to Ryuu no Rondo tr.,2015.0,Namco Bandai Games,nan,nan,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15089,Tropico Reloaded,2009.0,Kalypso Media,Germany,Worms,Kalypso,PC,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,T
15090,Canvas 2,2006.0,Kadokawa Shoten,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15091,Pony Luv,2008.0,GSP,nan,nan,Glyphic Entertainment,DS,Simulation,0.02,0.0,0.0,0.0,0.02,,,,,E
15092,Memories Off: Sorekara Again,2006.0,KID,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15093,11eyes: CrossOver,2009.0,5pb,nan,nan,,X360,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15094,ParaWorld,2006.0,Deep Silver,nan,nan,SEK Ost,PC,Strategy,0.0,0.02,0.0,0.0,0.02,71.0,29.0,8.3,23.0,T
15095,Chuck E. Cheese's Sports Games,2011.0,UFO Interactive,nan,nan,UFO Interactive,Wii,Sports,0.02,0.0,0.0,0.0,0.02,,,,,E
15096,Puppet Show 3: Lost Town,2011.0,Focus Home Interactive,France,Paris,,PC,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,
15097,Stronghold 2 Deluxe,2005.0,Take-Two Interactive,nan,nan,,PC,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,
15098,AirForce Delta Storm,2002.0,Konami Digital Entertainment,nan,nan,Konami,GBA,Shooter,0.02,0.01,0.0,0.0,0.02,71.0,6.0,,,E
15099,Winning Post 8 2015,2015.0,Tecmo Koei,nan,nan,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15100,Peter Pan in Disney's Return to Never Land,2002.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PS,Platform,0.01,0.01,0.0,0.0,0.02,,,,,
15101,Xenosaga I·II,2006.0,Namco Bandai Games,nan,nan,,DS,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15102,Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,2008.0,Hudson Soft,Japan,Tokyo,,Wii,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15103,La Corda d'Oro 4,2016.0,Tecmo Koei,nan,nan,,PSV,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15104,Kuusen II,2004.0,Kadokawa Shoten,nan,nan,,PS2,Simulation,0.0,0.0,0.02,0.0,0.02,,,,,
15105,Cross Channel: In Memory of All People,2011.0,CyberFront,nan,nan,,X360,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15106,Ghost Pirates of Vooju Island,2009.0,DTP Entertainment,nan,nan,Autumn Moon,PC,Adventure,0.0,0.02,0.0,0.0,0.02,66.0,14.0,,,T
15107,Clannad: Mitsumi Mamoru Sakamichi de - Joukan,2010.0,Prototype,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15108,Future Tactics: The Uprising,2004.0,JoWood Productions,nan,nan,Zed Two Limited,GC,Strategy,0.02,0.0,0.0,0.0,0.02,63.0,19.0,,,T
15109,Are You Alice?,2011.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15110,Bella Sara 2 - The Magic of Drasilmare,2013.0,Big Ben Interactive,nan,nan,,3DS,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,
15111,Dance Dance Revolution: Hottest Party 5,2011.0,Konami Digital Entertainment,nan,nan,,Wii,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15112,Rengoku II:  The Stairway To H.E.A.V.E.N.,2006.0,Konami Digital Entertainment,nan,nan,Neverland,PSP,Action,0.02,0.0,0.0,0.0,0.02,51.0,24.0,7.6,14.0,T
15113,Kensei: Sacred Fist,1997.0,Konami Digital Entertainment,nan,nan,,PS,Fighting,0.01,0.01,0.0,0.0,0.02,,,,,
15114,Okashi na Shima no Peter Pan: Sweet Never Land,2011.0,Quinrose,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15115,Backyard NFL Football,2007.0,Atari,United States,Pawtucket,,DS,Sports,0.02,0.0,0.0,0.0,0.02,,,,,
15116,Urakata Hakuoki,2013.0,Idea Factory,Japan,"Shibuya, Tokyo",,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15117,Here They Lie,2016.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",The Tangentlemen,PS4,Adventure,0.0,0.02,0.0,0.0,0.02,62.0,31.0,6.5,36.0,M
15118,George of the Jungle and the Search for the Secret,2008.0,Ignition Entertainment,nan,nan,Crave,Wii,Platform,0.02,0.0,0.0,0.0,0.02,35.0,10.0,4.0,6.0,E
15119,Gift: Prism,2006.0,Sweets,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15120,Rugby League Live 3,2015.0,Tru Blu Entertainment,nan,nan,Big Ant Studios,X360,Action,0.0,0.02,0.0,0.0,0.02,,,7.0,4.0,E
15121,Legacy of Ys: Books I & II,,Unknown,nan,nan,,DS,Role-Playing,0.02,0.0,0.0,0.0,0.02,,,,,
15122,Shanghai: True Valor,1998.0,Activision,United States,Santa Monica,,PS,Puzzle,0.01,0.01,0.0,0.0,0.02,,,,,
15123,Supermodel Makeover by Lauren Luke,2009.0,Avanquest,nan,nan,,DS,Simulation,0.0,0.02,0.0,0.0,0.02,,,,,
15124,Pharaoh,1998.0,Vivendi Games,nan,nan,Impressions Games,PC,Strategy,0.0,0.02,0.0,0.0,0.02,,,8.6,45.0,E
15125,Major Dream: Major DS Dream Baseball,2008.0,Takara Tomy,nan,nan,,DS,Sports,0.0,0.0,0.02,0.0,0.02,,,,,
15126,Steins;Gate: Senkei Kousoku no Phonogram,2013.0,5pb,nan,nan,,X360,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15127,Escape the Emerald Star,2011.0,PopCap Games,United States,Seattle,PopCap,PC,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,E
15128,Thunderbirds,2004.0,Vivendi Games,nan,nan,Saffire,GBA,Shooter,0.02,0.01,0.0,0.0,0.02,47.0,11.0,,,E
15129,TV Total Events,2011.0,7G//AMES,nan,nan,,Wii,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15130,Vitamin Z Revolution,2010.0,D3Publisher,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15131,Aegis of Earth: Protonovus Assault,2016.0,PQube,nan,nan,Acquire,PS3,Action,0.01,0.01,0.0,0.0,0.02,,,,,T
15132,Aria: The Origination ~Aoi Wakusei no El Cielo~,2008.0,Alchemist,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15133,Inkheart,2009.0,DreamCatcher Interactive,nan,nan,Dreamcatcher,DS,Adventure,0.02,0.0,0.0,0.0,0.02,39.0,8.0,2.2,5.0,E
15134,Lunatic Dawn Tempest,2001.0,ArtDink,nan,nan,,PS2,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15135,Strike Witches: Shirogane no Tsubasa,2012.0,Kadokawa Shoten,nan,nan,,PSP,Strategy,0.0,0.0,0.02,0.0,0.02,,,,,
15136,Total Immersion Racing,2002.0,Empire Interactive,nan,nan,Razorworks Studios,XB,Racing,0.02,0.01,0.0,0.0,0.02,60.0,7.0,,,E
15137,Luxor: The Wrath of Set,2006.0,Mumbo Jumbo,nan,nan,MumboJumbo,PSP,Puzzle,0.02,0.0,0.0,0.0,0.02,60.0,16.0,,,E
15138,Board Game: Top Shop,1999.0,Success,Japan,Tokyo,,PS,Misc,0.01,0.01,0.0,0.0,0.02,,,,,
15139,Blade Arcus from Shining EX,2015.0,Sega,United States,"Ota, Tokyo,San Francisco",,PS3,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,
15140,Bigfoot King of Crush,2011.0,Zoo Games,nan,nan,Zoo Games,Wii,Racing,0.02,0.0,0.0,0.0,0.02,,,,,E
15141,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,2007.0,Konami Digital Entertainment,nan,nan,,DS,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15142,Demigod,2009.0,Atari,United States,Pawtucket,Gas Powered Games,PC,Strategy,0.0,0.02,0.0,0.0,0.02,76.0,50.0,7.9,183.0,T
15143,Cocoto Magic Circus,2008.0,Neko Entertainment,France,Montreuil-sous-Bois,Neko Entertainment,Wii,Shooter,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15144,Rugby Challenge 3,2016.0,Alternative Software,nan,nan,Wicked Witch Software,X360,Sports,0.0,0.02,0.0,0.0,0.02,,,,,E
15145,Toukiden 2,2016.0,Tecmo Koei,nan,nan,,PS3,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15146,Europa Universalis III Complete,2008.0,Paradox Interactive,nan,nan,Paradox Development Studio,PC,Strategy,0.0,0.02,0.0,0.0,0.02,,,8.7,6.0,E10+
15147,Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,2007.0,Marvelous Interactive,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15148,Dunamis 15,2011.0,5pb,nan,nan,,PS3,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15149,DemiKids: Dark Version,2002.0,Atlus,Japan,Tokyo,,GBA,Role-Playing,0.02,0.01,0.0,0.0,0.02,,,,,
15150,Resident Evil: Umbrella Corps,2016.0,Capcom,Japan,Osaka,,PS4,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15151,Mage Knight: Destiny's Soldier,2006.0,Namco Bandai Games,nan,nan,Big Blue Bubble Inc.,DS,Strategy,0.02,0.0,0.0,0.0,0.02,59.0,8.0,7.1,11.0,E10+
15152,Fishdom 2 Deluxe,2010.0,Rondomedia,nan,nan,,PC,Puzzle,0.0,0.02,0.0,0.0,0.02,,,,,
15153,Blender Bros.,2002.0,Unknown,nan,nan,AI,GBA,Platform,0.02,0.01,0.0,0.0,0.02,73.0,10.0,,,E
15154,Treasure Chase,2011.0,Storm City Games,nan,nan,,DS,Puzzle,0.02,0.0,0.0,0.0,0.02,,,,,
15155,Suzumiya Haruhi no Heiretsu,2009.0,Sega,United States,"Ota, Tokyo,San Francisco",,Wii,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15156,Stronghold Crusader Extreme,2008.0,Gamecock,nan,nan,FireFly Studios,PC,Strategy,0.0,0.02,0.0,0.0,0.02,45.0,11.0,6.8,45.0,T
15157,Nanatsuiro * Drops Pure!!,2007.0,Media Works,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15158,DemiKids: Light Version,2002.0,Atlus,Japan,Tokyo,Multimedia Intelligence Transfer,GBA,Role-Playing,0.02,0.01,0.0,0.0,0.02,62.0,8.0,8.3,15.0,E
15159,Pe-Jongju to Manabu Kankokugo DS: Test-Hen,2010.0,D3Publisher,nan,nan,,DS,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15160,Cities XL 2011,2010.0,Focus Home Interactive,France,Paris,Monte Cristo Multimedia,PC,Simulation,0.0,0.02,0.0,0.0,0.02,70.0,17.0,5.7,39.0,E
15161,Farm Frenzy 3,2011.0,Unknown,nan,nan,,DS,Strategy,0.0,0.02,0.0,0.0,0.02,,,,,
15162,Bottom of the 9th '97,1997.0,Konami Digital Entertainment,nan,nan,,PS,Sports,0.01,0.01,0.0,0.0,0.02,,,,,
15163,Shaman King: Chou Senjiryokketsu 3,2002.0,King Records,nan,nan,,GBA,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15164,Rapala for Kinect,2011.0,Activision,United States,Santa Monica,Activision,X360,Sports,0.0,0.02,0.0,0.0,0.02,,,,,E
15165,Line Rider 2: Unbound,2008.0,Deep Silver,nan,nan,InXile Entertainment,Wii,Puzzle,0.02,0.0,0.0,0.0,0.02,62.0,12.0,6.4,5.0,E
15166,Hyakka Hyakurou: Sengoku Ninpoujou,2016.0,D3Publisher,nan,nan,,PSV,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15167,HatsuKare * Renai Debut Sengen!,2013.0,FuRyu,Japan,Tokyo,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15168,QUIZ PARTY,2012.0,Nintendo,Japan,Kyoto,,Wii,Misc,0.0,0.02,0.0,0.0,0.02,,,,,
15169,SimCity Societies,2007.0,Electronic Arts,United States,Redwood City,Tilted Mill,PC,Simulation,0.0,0.02,0.0,0.0,0.02,63.0,27.0,4.3,95.0,E10+
15170,Winx Club: Rockstars,2010.0,Namco Bandai Games,nan,nan,Rainbow S.p.A.,DS,Adventure,0.0,0.02,0.0,0.0,0.02,,,,,E
15171,World Series of Poker 2008: Battle for the Bracelets,2007.0,Activision,United States,Santa Monica,Left Field Productions,PSP,Misc,0.02,0.0,0.0,0.0,0.02,,,6.5,4.0,T
15172,Star Trek Online,2010.0,Atari,United States,Pawtucket,Cryptic Studios,PC,Role-Playing,0.0,0.02,0.0,0.0,0.02,66.0,34.0,6.2,694.0,T
15173,Kingdom: Ikkitousen no Ken,2010.0,Konami Digital Entertainment,nan,nan,,PSP,Action,0.0,0.0,0.02,0.0,0.02,,,,,
15174,Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,2007.0,Yuke's,Japan,Osaka,,PS2,Fighting,0.0,0.0,0.02,0.0,0.02,,,,,
15175,RayCrisis: Series Termination,1999.0,JVC,nan,nan,Taito Corporation,PS,Shooter,0.01,0.01,0.0,0.0,0.02,67.0,8.0,,,E
15176,Bomberman Story DS,2007.0,Rising Star Games,United Kingdom,Luton,,DS,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15177,Anima - Gate of Memories,2016.0,Avanquest,nan,nan,"Edge Entertainment, Anima Project",PS4,Action,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,T
15178,Ikki Tousen: Shining Dragon,2007.0,Marvelous Interactive,nan,nan,,PS2,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15179,Tom Clancy's Rainbow Six: Vegas 2,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,Ubisoft Montreal,PC,Shooter,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.3,185.0,M
15180,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,2008.0,Minato Station,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15181,Toxic Grind,2002.0,THQ,United States,Agoura Hills,Blue Shift,XB,Sports,0.02,0.0,0.0,0.0,0.02,49.0,9.0,,,T
15182,Tropico 4: Modern Times,2012.0,Kalypso Media,Germany,Worms,Haemimont,PC,Strategy,0.0,0.02,0.0,0.0,0.02,78.0,11.0,8.0,58.0,T
15183,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,2011.0,Paon,nan,nan,,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15184,ScrapLand,2005.0,Deep Silver,nan,nan,Mercury Steam,XB,Action,0.02,0.0,0.0,0.0,0.02,73.0,20.0,7.4,5.0,T
15185,Enchanted Arms (JP sales),2006.0,Ubisoft,Europe,Montreuil-sous-Bois,,X360,Role-Playing,0.0,0.0,0.02,0.0,0.02,,,,,
15186,Utawarerumono: Futari no Hakuoro,2016.0,Aqua Plus,nan,nan,,PS3,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15187,Geten no Hana,2013.0,Tecmo Koei,nan,nan,,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15188,Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,2009.0,Tecmo Koei,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15189,Indianapolis 500 Evolution,2009.0,Zushi Games,nan,nan,Destineer,X360,Racing,0.02,0.0,0.0,0.0,0.02,,,,,E
15190,Brothers in Arms: Hell's Highway,2008.0,Ubisoft,Europe,Montreuil-sous-Bois,Gearbox Software,PC,Shooter,0.0,0.02,0.0,0.0,0.02,79.0,22.0,7.9,130.0,M
15191,D.Gray-man: Sousha no Shikaku,2008.0,Konami Digital Entertainment,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15192,Crazy Machines,2010.0,DTP Entertainment,nan,nan,FAKT Software,Wii,Puzzle,0.01,0.01,0.0,0.0,0.02,,,,,E
15193,Ookami to Koushinryou: Omiowataru Kaze,2009.0,ASCII Media Works,nan,nan,,DS,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15194,DiRT,2007.0,Codemasters,United Kingdom,Southam,Codemasters,PC,Racing,0.0,0.02,0.0,0.0,0.02,84.0,20.0,7.3,91.0,E
15195,School Days LxH,2008.0,Interchannel,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15196,IL-2 Sturmovik: Forgotten Battles,2003.0,Ubisoft,Europe,Montreuil-sous-Bois,"1C, 1C Company",PC,Simulation,0.0,0.02,0.0,0.0,0.02,86.0,12.0,8.6,38.0,T
15197,Serious Sam HD: Gold Edition,2011.0,Mastertronic,nan,nan,,X360,Shooter,0.0,0.02,0.0,0.0,0.02,,,,,
15198,Big Idea's VeggieTales: LarryBoy and the Bad Apple,2006.0,Crave Entertainment,nan,nan,,PS2,Action,0.01,0.01,0.0,0.0,0.02,,,,,
15199,Neo Angelique,2006.0,Tecmo Koei,nan,nan,,PS2,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15200,Psycho-Pass: Mandatory Happiness,2016.0,Nippon Ichi Software,Japan,Kakamigahara,5pb,PSV,Adventure,0.0,0.01,0.01,0.0,0.02,64.0,11.0,7.3,10.0,T
15201,Namco Museum Battle Collection (JP sales),2005.0,Sony Computer Entertainment,United States,"Tokyo (SIE, Inc.) San Mateo (SIE, LLC)",,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15202,Ceville,2009.0,Kalypso Media,Germany,Worms,Boxed Dream,PC,Action,0.0,0.02,0.0,0.0,0.02,73.0,17.0,8.2,21.0,E
15203,Brandish: The Dark Revenant,2009.0,Falcom Corporation,nan,nan,Falcom,PSP,Role-Playing,0.0,0.0,0.02,0.0,0.02,78.0,9.0,8.3,12.0,T
15204,Thomas and Friends: Steaming around Sodor,2015.0,Avanquest Software,nan,nan,Avanquest Software,3DS,Action,0.0,0.02,0.0,0.0,0.02,,,,,
15205,Chaos;Head Noah,2010.0,5pb,nan,nan,,PSP,Adventure,0.0,0.0,0.02,0.0,0.02,,,,,
15206,Summon Night: Swordcraft Story,2003.0,Banpresto,nan,nan,Flight-Plan,GBA,Role-Playing,0.02,0.01,0.0,0.0,0.02,77.0,20.0,8.1,19.0,E10+
15207,Samurai Shodown V,2006.0,Ignition Entertainment,nan,nan,SNK,XB,Fighting,0.02,0.0,0.0,0.0,0.02,58.0,29.0,,,T
15208,Falcon 4.0: Allied Force,2005.0,Graphsim Entertainment,nan,nan,Lead Pursuit,PC,Simulation,0.0,0.02,0.0,0.0,0.02,90.0,7.0,8.6,37.0,T
15209,Minna no Chizu 2,2007.0,Zenrin,nan,nan,,PSP,Misc,0.0,0.0,0.02,0.0,0.02,,,,,
15210,Pro Fishing Challenge,2004.0,Atlus,Japan,Tokyo,Opus,XB,Sports,0.02,0.0,0.0,0.0,0.02,62.0,11.0,9.1,9.0,E
15211,Franklin's Great Adventures,2006.0,Game Factory,nan,nan,Neko Entertainment,DS,Action,0.02,0.0,0.0,0.0,0.02,,,,,E
